,Date,Departure Time,Revenue ($),Passengers (First Class),Passengers (Business Class),Passengers (Economy Class),Origin,Destination,Pod,Distance (km),Flight Number,Aircraft Type,Departure Gate,Arrival Gate,Airline
2785,2023-06-29,03:45,1214.0,5.0,23.0,153.0,JFK,LAX,A,1811.0,241.0,Boeing 777,A,D,British Airways
2788,2023-06-09,17:00,3727.0,2.0,13.0,149.0,ORD,LHR,A,4899.0,762.0,Boeing 737,D,D,Emirates
2790,2023-06-26,12:11,1814.0,6.0,21.0,109.0,LHR,SIN,A,2485.0,564.0,Airbus A380,A,C,American Airlines
2792,2023-07-04,06:26,2233.0,4.0,24.0,114.45,DXB,LHR,B,1957.0,692.0,Boeing 777,A,A,British Airways
2796,2023-07-02,15:21,2302.0,6.0,14.0,187.95,AMS,CDG,B,1580.0,128.0,Airbus A380,A,B,British Airways
2798,2023-06-27,15:48,2302.0,7.0,28.0,57.0,ORD,BOG,A,1149.0,765.0,Boeing 737,A,B,British Airways
2800,2023-06-21,01:48,4650.0,6.0,24.0,91.0,JFK,LHR,A,1786.0,474.0,Boeing 777,A,B,Qantas
2801,2023-06-19,22:45,2368.0,10.0,20.0,157.5,AMS,LHR,B,2193.0,266.0,Airbus A320,B,A,British Airways
2803,2023-06-11,20:59,2724.0,3.0,29.0,87.0,ORD,SIN,A,2245.0,420.0,Boeing 777,B,B,American Airlines
2806,2023-06-06,19:37,3983.0,3.0,11.0,114.0,JFK,HND,A,3502.0,578.0,Boeing 777,D,C,American Airlines
2807,2023-06-26,02:07,4477.0,5.0,26.0,138.6,AMS,SIN,B,2314.0,845.0,Airbus A380,B,D,Qantas
2808,2023-06-27,23:38,3504.0,3.0,11.0,179.0,JFK,LAX,A,1499.0,217.0,Airbus A380,A,D,Emirates
2810,2023-06-25,14:00,3506.0,6.0,16.0,161.0,ORD,SIN,A,1273.0,433.0,Boeing 737,A,A,Qantas
2814,2023-06-13,10:45,4375.0,2.0,29.0,125.0,JFK,LAX,A,3547.0,797.0,Boeing 777,B,C,British Airways
2817,2023-06-28,19:02,4824.0,8.0,19.0,100.0,LHR,BOG,A,1008.0,547.0,Boeing 777,A,C,British Airways
2823,2023-06-07,04:54,1354.0,7.0,16.0,135.45000000000002,AMS,HND,B,2149.0,211.0,Airbus A320,D,A,American Airlines
2827,2023-07-05,22:35,3061.0,6.0,21.0,149.1,DXB,HND,B,3847.0,106.0,Boeing 737,B,C,British Airways
2828,2023-06-21,13:13,4427.0,2.0,10.0,176.4,AMS,LAX,B,1285.0,410.0,Boeing 777,A,A,American Airlines
2830,2023-06-11,22:02,1205.0,7.0,21.0,65.0,JFK,CDG,A,2915.0,346.0,Boeing 777,A,B,British Airways
2833,2023-06-06,09:56,2433.0,8.0,23.0,87.0,ORD,HND,A,3263.0,960.0,Airbus A320,B,D,Qantas
2835,2023-06-11,13:56,4123.0,10.0,10.0,77.7,SYD,SIN,B,4913.0,496.0,Boeing 777,B,B,Emirates
2837,2023-06-11,05:02,2182.0,6.0,24.0,140.70000000000002,SYD,BOG,B,2246.0,991.0,Boeing 737,D,A,American Airlines
2838,2023-07-03,05:53,4045.0,7.0,18.0,195.3,DXB,BOG,B,2440.0,765.0,Airbus A320,C,A,British Airways
2841,2023-06-20,14:25,2919.0,7.0,26.0,80.85000000000001,SYD,HND,B,2768.0,226.0,Airbus A320,C,C,Qantas
2842,2023-06-20,21:46,1478.0,3.0,20.0,203.7,DXB,SIN,B,1111.0,420.0,Boeing 737,A,D,American Airlines
2844,2023-06-17,15:32,1206.0,3.0,17.0,88.0,ORD,CDG,A,4873.0,164.0,Airbus A380,A,A,British Airways
2846,2023-06-10,00:59,3848.0,7.0,13.0,183.0,JFK,BOG,A,2405.0,259.0,Airbus A380,A,C,Emirates
2853,2023-06-14,20:14,4887.0,9.0,17.0,72.0,LHR,BOG,A,4661.0,152.0,Airbus A320,B,B,Emirates
2855,2023-06-11,19:30,1994.0,5.0,21.0,182.7,AMS,LHR,B,2242.0,318.0,Airbus A380,A,A,American Airlines
2860,2023-06-24,02:47,4881.0,4.0,11.0,129.15,SYD,SIN,B,3627.0,365.0,Boeing 737,D,C,British Airways
2862,2023-06-09,00:37,1847.0,5.0,20.0,172.20000000000002,DXB,BOG,B,1110.0,681.0,Airbus A380,C,C,Qantas
2864,2023-06-18,13:56,4458.0,4.0,19.0,165.0,JFK,LHR,A,3875.0,245.0,Airbus A320,A,A,British Airways
2867,2023-06-29,21:59,3768.0,8.0,21.0,207.9,AMS,CDG,B,4586.0,180.0,Boeing 777,B,A,American Airlines
2872,2023-06-06,15:12,4972.0,5.0,10.0,63.0,LHR,SIN,A,1836.0,902.0,Boeing 737,A,D,Emirates
2879,2023-06-18,00:48,2670.0,4.0,23.0,108.15,AMS,BOG,B,4485.0,204.0,Airbus A380,B,C,Emirates
2880,2023-06-21,10:07,2866.0,7.0,17.0,177.45000000000002,SYD,SIN,B,1109.0,981.0,Airbus A320,C,D,Emirates
2883,2023-06-24,16:07,2833.0,4.0,17.0,76.65,SYD,HND,B,2761.0,492.0,Boeing 737,B,B,American Airlines
2885,2023-06-23,23:53,1079.0,7.0,13.0,161.0,LHR,LAX,A,1073.0,214.0,Boeing 737,B,C,American Airlines
2888,2023-06-28,09:27,1783.0,5.0,24.0,101.85,SYD,LHR,B,4051.0,847.0,Airbus A320,A,C,American Airlines
2889,2023-07-02,20:22,2994.0,6.0,23.0,98.0,JFK,HND,A,1753.0,424.0,Boeing 737,A,D,Qantas
2892,2023-07-01,10:55,4573.0,4.0,20.0,80.0,JFK,HND,A,3618.0,271.0,Airbus A320,C,B,Qantas
2899,2023-06-27,07:01,3932.0,10.0,16.0,60.0,ORD,SIN,A,3630.0,683.0,Boeing 777,D,A,Emirates
2902,2023-06-27,16:30,4783.0,1.0,30.0,63.0,SYD,BOG,B,1823.0,641.0,Boeing 777,A,B,Emirates
2903,2023-06-24,01:01,4623.0,3.0,13.0,108.15,AMS,LAX,B,2502.0,196.0,Airbus A380,C,A,Qantas
2908,2023-06-11,02:51,3800.0,8.0,22.0,81.0,JFK,SIN,A,4401.0,519.0,Airbus A380,C,B,Qantas
2909,2023-06-14,05:29,4323.0,1.0,12.0,82.0,ORD,SIN,A,1934.0,862.0,Airbus A320,A,C,Emirates
2911,2023-06-13,18:11,2197.0,3.0,22.0,161.70000000000002,AMS,LHR,B,4095.0,225.0,Boeing 737,C,C,American Airlines
2912,2023-06-22,14:32,1638.0,4.0,20.0,188.0,ORD,LHR,A,4632.0,586.0,Airbus A320,D,B,Qantas
2913,2023-06-15,09:55,3504.0,2.0,19.0,101.85,DXB,HND,B,2795.0,795.0,Boeing 777,A,C,American Airlines
2920,2023-06-15,17:59,3964.0,4.0,14.0,72.0,LHR,LHR,A,1089.0,973.0,Airbus A380,C,D,Qantas
2924,2023-06-15,01:20,2829.0,4.0,25.0,175.0,JFK,LAX,A,1205.0,840.0,Airbus A380,D,A,British Airways
2925,2023-06-28,17:54,3047.0,9.0,23.0,196.35,AMS,LAX,B,2514.0,602.0,Boeing 737,B,A,American Airlines
2926,2023-06-16,03:11,1999.0,9.0,17.0,198.45,AMS,LHR,B,1895.0,661.0,Boeing 737,B,D,British Airways
2930,2023-06-24,13:43,2030.0,4.0,24.0,113.0,JFK,SIN,A,1943.0,327.0,Airbus A380,B,C,Qantas
2931,2023-06-30,04:01,4289.0,4.0,16.0,70.35000000000001,AMS,LHR,B,4762.0,249.0,Boeing 737,D,D,Qantas
2935,2023-06-29,07:25,3965.0,1.0,10.0,142.0,ORD,CDG,A,1670.0,546.0,Boeing 777,B,B,Emirates
2938,2023-07-05,01:40,1456.0,3.0,16.0,112.35,AMS,CDG,B,2443.0,259.0,Boeing 777,B,B,British Airways
2941,2023-06-09,15:09,3064.0,2.0,18.0,187.95,DXB,BOG,B,1050.0,937.0,Airbus A320,A,B,British Airways
2943,2023-06-25,07:55,4229.0,5.0,12.0,61.95,DXB,LAX,B,2708.0,775.0,Boeing 737,D,A,Qantas
2948,2023-06-27,04:06,1586.0,9.0,13.0,138.6,DXB,LAX,B,1189.0,312.0,Airbus A320,A,C,Qantas
2949,2023-07-03,07:08,1370.0,1.0,16.0,187.95,AMS,SIN,B,2031.0,220.0,Airbus A380,C,C,American Airlines
2950,2023-06-12,04:41,3370.0,2.0,29.0,96.6,SYD,HND,B,2404.0,242.0,Boeing 777,A,A,American Airlines
2952,2023-07-03,15:37,1195.0,10.0,14.0,181.65,DXB,CDG,B,3444.0,665.0,Airbus A320,D,B,American Airlines
2958,2023-07-04,22:56,3179.0,3.0,15.0,130.20000000000002,AMS,HND,B,1289.0,179.0,Boeing 777,D,D,American Airlines
2965,2023-06-16,17:47,1324.0,8.0,19.0,54.0,LHR,CDG,A,4776.0,168.0,Airbus A320,D,C,Emirates
2966,2023-06-28,23:40,3005.0,7.0,29.0,66.0,LHR,LAX,A,4194.0,522.0,Airbus A320,B,C,American Airlines
2967,2023-06-09,21:56,4440.0,7.0,10.0,84.0,ORD,SIN,A,3112.0,468.0,Airbus A380,B,B,Qantas
2968,2023-06-27,06:03,1638.0,7.0,20.0,68.0,ORD,BOG,A,1631.0,939.0,Airbus A380,D,B,American Airlines
2971,2023-06-28,05:59,2210.0,6.0,15.0,158.55,SYD,HND,B,4485.0,218.0,Airbus A320,C,B,British Airways
2972,2023-06-16,10:45,2478.0,9.0,15.0,177.0,LHR,BOG,A,4730.0,814.0,Airbus A320,B,A,British Airways
2974,2023-07-03,17:51,4373.0,9.0,13.0,187.0,LHR,HND,A,2010.0,441.0,Airbus A320,A,C,American Airlines
2982,2023-07-05,08:35,1964.0,7.0,29.0,69.3,DXB,SIN,B,1419.0,221.0,Boeing 777,C,D,British Airways
2984,2023-06-22,05:05,2938.0,3.0,14.0,93.45,SYD,BOG,B,3695.0,585.0,Boeing 737,D,B,Qantas
2985,2023-07-01,15:21,1105.0,6.0,19.0,129.15,AMS,LHR,B,1904.0,248.0,Airbus A320,D,B,American Airlines
2986,2023-06-22,09:56,1264.0,9.0,22.0,175.0,ORD,BOG,A,3115.0,159.0,Boeing 777,C,C,Emirates
2988,2023-07-03,08:00,4171.0,6.0,10.0,124.95,AMS,HND,B,3471.0,542.0,Airbus A320,C,B,British Airways
2990,2023-06-19,22:22,2192.0,5.0,25.0,204.75,SYD,LHR,B,3963.0,831.0,Airbus A320,D,B,British Airways
2991,2023-07-01,08:14,4360.0,6.0,21.0,51.0,JFK,LAX,A,3073.0,109.0,Boeing 737,B,D,Qantas
2992,2023-06-10,11:58,1871.0,3.0,28.0,150.15,AMS,CDG,B,1684.0,535.0,Airbus A380,A,C,British Airways
3000,2023-06-13,15:50,2398.0,9.0,12.0,184.0,JFK,SIN,A,3121.0,485.0,Airbus A320,A,A,American Airlines
3003,2023-06-06,23:20,1308.0,8.0,22.0,55.0,JFK,SIN,A,2638.0,181.0,Boeing 737,C,A,American Airlines
3004,2023-06-16,16:02,3008.0,10.0,28.0,118.0,LHR,LHR,A,1811.0,180.0,Airbus A380,A,A,Emirates
3010,2023-07-03,02:42,2689.0,2.0,19.0,126.0,JFK,CDG,A,2323.0,830.0,Boeing 737,C,B,British Airways
3012,2023-06-25,03:32,1516.0,6.0,29.0,184.8,SYD,LHR,B,1827.0,518.0,Airbus A380,C,D,American Airlines
3013,2023-06-15,14:46,2140.0,3.0,13.0,100.0,ORD,HND,A,2372.0,269.0,Boeing 737,B,A,American Airlines
3016,2023-07-04,19:59,3932.0,10.0,30.0,142.0,LHR,LHR,A,4819.0,388.0,Boeing 777,C,A,Emirates
3017,2023-06-16,00:19,4593.0,6.0,16.0,191.0,ORD,HND,A,2629.0,502.0,Airbus A380,D,A,American Airlines
3022,2023-06-06,22:42,1352.0,5.0,19.0,152.0,ORD,HND,A,3342.0,179.0,Airbus A380,A,B,Qantas
3023,2023-06-20,14:38,2770.0,8.0,10.0,120.0,LHR,LHR,A,4160.0,868.0,Airbus A320,B,A,Qantas
3024,2023-06-14,13:23,4024.0,10.0,29.0,165.9,AMS,HND,B,3226.0,313.0,Airbus A320,A,B,American Airlines
3025,2023-06-25,19:46,1032.0,8.0,29.0,105.0,ORD,CDG,A,1364.0,263.0,Airbus A320,A,C,Emirates
3033,2023-06-21,20:08,2362.0,1.0,26.0,61.0,JFK,HND,A,3158.0,709.0,Boeing 737,D,A,British Airways
3035,2023-06-27,22:26,2400.0,9.0,15.0,74.0,ORD,BOG,A,4434.0,124.0,Boeing 737,C,A,American Airlines
3036,2023-06-15,22:12,3778.0,3.0,18.0,69.3,SYD,CDG,B,1038.0,279.0,Boeing 777,B,C,Qantas
3041,2023-06-09,13:53,1930.0,3.0,28.0,82.95,SYD,CDG,B,4607.0,523.0,Boeing 737,A,B,Emirates
3042,2023-06-09,23:59,4539.0,8.0,16.0,147.0,JFK,SIN,A,1654.0,807.0,Boeing 777,C,D,Emirates
3047,2023-07-01,19:18,4443.0,1.0,11.0,194.25,SYD,HND,B,3006.0,144.0,Boeing 777,D,D,American Airlines
3048,2023-06-26,12:08,4350.0,9.0,18.0,205.8,SYD,LAX,B,2002.0,997.0,Boeing 777,D,B,British Airways
3049,2023-07-05,07:02,1453.0,7.0,15.0,91.35,SYD,CDG,B,2586.0,189.0,Airbus A320,A,A,Emirates
3057,2023-06-18,00:50,2059.0,7.0,24.0,155.0,LHR,CDG,A,1056.0,794.0,Airbus A320,A,D,Qantas
3059,2023-06-10,12:02,4077.0,10.0,26.0,132.0,ORD,BOG,A,4274.0,155.0,Airbus A380,A,A,Qantas
3060,2023-06-08,02:13,4112.0,2.0,28.0,180.6,SYD,BOG,B,1970.0,395.0,Airbus A380,A,A,Qantas
3073,2023-06-29,08:58,3402.0,8.0,20.0,71.4,SYD,CDG,B,4357.0,643.0,Airbus A380,B,C,American Airlines
3076,2023-06-07,21:47,4109.0,8.0,22.0,100.8,DXB,SIN,B,1915.0,954.0,Boeing 737,A,B,Emirates
3081,2023-06-06,09:09,3077.0,9.0,20.0,128.1,AMS,LHR,B,2339.0,957.0,Boeing 737,D,D,American Airlines
3084,2023-06-21,07:12,2833.0,9.0,19.0,189.0,SYD,CDG,B,2997.0,995.0,Boeing 737,C,C,Qantas
3085,2023-07-02,18:26,1163.0,8.0,18.0,96.0,ORD,SIN,A,3759.0,342.0,Boeing 777,C,D,American Airlines
3088,2023-06-30,22:33,4148.0,4.0,23.0,153.0,LHR,CDG,A,3185.0,372.0,Airbus A320,A,C,Emirates
3090,2023-06-24,23:37,1388.0,8.0,23.0,103.0,LHR,BOG,A,4984.0,103.0,Airbus A380,C,A,Qantas
3093,2023-07-04,04:03,1684.0,8.0,12.0,174.0,JFK,SIN,A,4026.0,206.0,Airbus A320,D,D,Qantas
3094,2023-07-02,08:07,1423.0,9.0,24.0,124.0,JFK,BOG,A,1559.0,337.0,Airbus A320,B,D,Emirates
3095,2023-06-07,22:19,1188.0,5.0,13.0,155.0,ORD,HND,A,1368.0,176.0,Airbus A380,B,A,American Airlines
3096,2023-06-13,19:36,1331.0,1.0,14.0,59.85,SYD,HND,B,2693.0,592.0,Boeing 737,D,B,British Airways
3097,2023-06-17,17:54,2457.0,1.0,10.0,159.0,ORD,LAX,A,4505.0,156.0,Airbus A320,B,D,British Airways
3105,2023-06-10,22:45,4984.0,1.0,21.0,136.5,AMS,LHR,B,4780.0,531.0,Airbus A320,A,C,Qantas
3110,2023-06-18,07:06,2575.0,3.0,21.0,183.0,JFK,SIN,A,1929.0,409.0,Boeing 737,B,B,Emirates
3112,2023-06-27,04:14,3772.0,2.0,22.0,144.0,ORD,SIN,A,1212.0,926.0,Airbus A320,A,C,Emirates
3117,2023-06-28,14:14,2239.0,4.0,27.0,138.6,AMS,LHR,B,3892.0,374.0,Boeing 777,D,C,British Airways
3118,2023-06-07,07:54,3010.0,4.0,13.0,77.7,SYD,LHR,B,1038.0,260.0,Boeing 777,C,A,American Airlines
3119,2023-06-08,02:26,2266.0,1.0,14.0,199.5,AMS,LHR,B,1830.0,623.0,Airbus A380,A,A,Qantas
3120,2023-06-19,03:32,1433.0,7.0,15.0,147.0,AMS,LHR,B,2764.0,580.0,Airbus A380,C,B,British Airways
3125,2023-07-05,10:34,4382.0,7.0,17.0,202.65,AMS,SIN,B,2023.0,837.0,Airbus A380,D,A,Qantas
3131,2023-07-02,01:05,2380.0,8.0,12.0,135.0,ORD,CDG,A,1374.0,522.0,Boeing 737,C,B,Qantas
3132,2023-06-07,20:28,4398.0,3.0,21.0,116.55,DXB,LHR,B,1142.0,243.0,Boeing 737,D,C,British Airways
3140,2023-06-11,20:04,4577.0,7.0,13.0,174.3,SYD,BOG,B,4044.0,684.0,Boeing 777,C,B,Emirates
3142,2023-06-23,13:30,3021.0,5.0,23.0,53.55,SYD,SIN,B,2368.0,431.0,Airbus A380,D,C,British Airways
3143,2023-06-26,13:35,4737.0,10.0,21.0,118.0,ORD,BOG,A,3235.0,652.0,Airbus A380,A,A,Qantas
3144,2023-06-19,17:28,4577.0,7.0,26.0,133.35,AMS,HND,B,1465.0,863.0,Boeing 777,A,D,American Airlines
3146,2023-06-08,20:29,2322.0,5.0,16.0,58.8,SYD,LAX,B,4279.0,904.0,Boeing 737,A,C,British Airways
3147,2023-06-21,01:17,2590.0,1.0,25.0,60.900000000000006,AMS,SIN,B,3177.0,599.0,Airbus A380,A,A,British Airways
3149,2023-07-05,02:56,1163.0,6.0,17.0,140.0,JFK,SIN,A,3825.0,285.0,Boeing 737,B,A,British Airways
3150,2023-06-25,01:38,2062.0,9.0,18.0,166.0,ORD,LAX,A,1898.0,120.0,Boeing 777,A,A,British Airways
3151,2023-06-22,02:17,3037.0,10.0,16.0,83.0,ORD,HND,A,2394.0,805.0,Boeing 777,A,B,Emirates
3153,2023-06-17,23:04,1920.0,7.0,14.0,72.0,LHR,HND,A,4125.0,621.0,Airbus A380,B,A,Qantas
3154,2023-06-23,22:05,3546.0,2.0,30.0,115.5,SYD,HND,B,1468.0,141.0,Airbus A380,A,A,Qantas
3155,2023-07-03,23:01,1476.0,10.0,12.0,210.0,SYD,CDG,B,2449.0,439.0,Airbus A320,C,C,British Airways
3156,2023-06-06,16:32,1562.0,9.0,27.0,87.0,JFK,CDG,A,1615.0,375.0,Airbus A380,B,B,British Airways
3158,2023-06-12,07:26,3782.0,5.0,29.0,93.45,DXB,LAX,B,3934.0,554.0,Boeing 737,D,C,Qantas
3160,2023-07-02,19:28,2590.0,8.0,30.0,168.0,DXB,BOG,B,4057.0,289.0,Airbus A320,C,D,American Airlines
3162,2023-06-08,20:13,4447.0,5.0,25.0,53.55,DXB,CDG,B,1239.0,277.0,Boeing 737,B,A,British Airways
3163,2023-06-30,08:03,4955.0,7.0,17.0,120.75,AMS,SIN,B,2544.0,527.0,Airbus A380,C,A,British Airways
3164,2023-06-14,15:44,2172.0,2.0,13.0,91.35,DXB,LHR,B,3359.0,902.0,Boeing 777,A,A,American Airlines
3174,2023-06-24,17:59,1290.0,3.0,29.0,104.0,JFK,LAX,A,4667.0,406.0,Airbus A320,A,D,British Airways
3177,2023-06-06,21:30,1460.0,7.0,10.0,210.0,DXB,CDG,B,3165.0,961.0,Boeing 737,B,D,British Airways
3181,2023-06-09,04:29,3162.0,1.0,18.0,104.0,ORD,LHR,A,1367.0,620.0,Boeing 737,B,B,American Airlines
3183,2023-07-02,02:35,3161.0,7.0,29.0,182.7,SYD,LAX,B,2410.0,175.0,Airbus A380,A,A,American Airlines
3186,2023-06-24,12:56,1419.0,6.0,18.0,181.0,LHR,HND,A,2323.0,868.0,Boeing 777,A,B,Emirates
3187,2023-06-22,12:43,1594.0,1.0,30.0,186.9,SYD,CDG,B,3502.0,233.0,Boeing 737,D,D,British Airways
3192,2023-06-10,14:00,1200.0,8.0,17.0,80.85000000000001,DXB,BOG,B,1161.0,514.0,Airbus A320,B,B,British Airways
3194,2023-06-28,15:46,4033.0,2.0,29.0,197.0,LHR,LHR,A,2563.0,993.0,Airbus A380,A,D,Emirates
3195,2023-06-25,22:31,2888.0,8.0,28.0,120.75,AMS,LAX,B,3261.0,298.0,Airbus A320,D,D,Qantas
3199,2023-06-29,09:46,4436.0,9.0,13.0,145.0,LHR,LAX,A,3598.0,438.0,Airbus A320,A,D,American Airlines
3201,2023-06-19,23:00,2740.0,1.0,24.0,59.0,LHR,LHR,A,3603.0,866.0,Boeing 737,D,A,American Airlines
3205,2023-07-03,07:11,2752.0,5.0,25.0,74.55,DXB,BOG,B,2379.0,362.0,Boeing 777,B,D,Emirates
3207,2023-06-14,12:28,4810.0,3.0,27.0,118.0,JFK,SIN,A,2262.0,539.0,Airbus A380,A,D,Emirates
3210,2023-06-17,22:19,3993.0,5.0,25.0,90.3,AMS,BOG,B,4766.0,841.0,Airbus A320,D,B,Qantas
3221,2023-06-24,17:13,3885.0,9.0,18.0,153.0,ORD,CDG,A,3020.0,630.0,Airbus A320,D,B,Qantas
3222,2023-07-02,14:29,1325.0,6.0,23.0,97.65,DXB,SIN,B,2502.0,873.0,Boeing 777,A,C,Emirates
3223,2023-06-11,13:42,3477.0,9.0,11.0,136.5,SYD,SIN,B,1947.0,643.0,Airbus A380,D,A,British Airways
3226,2023-06-17,09:12,2687.0,1.0,18.0,143.85,SYD,CDG,B,1411.0,331.0,Airbus A380,B,C,Emirates
3231,2023-06-26,10:18,1875.0,5.0,23.0,191.0,LHR,HND,A,1238.0,639.0,Airbus A320,B,C,Qantas
3232,2023-06-22,14:06,3898.0,6.0,22.0,179.0,ORD,BOG,A,3422.0,275.0,Airbus A320,C,B,Qantas
3235,2023-06-16,17:56,4888.0,9.0,20.0,118.65,AMS,CDG,B,3731.0,114.0,Boeing 737,D,C,American Airlines
3236,2023-06-17,20:15,4447.0,8.0,13.0,102.9,DXB,BOG,B,2745.0,600.0,Airbus A380,A,C,Emirates
3238,2023-06-15,21:00,4015.0,3.0,28.0,89.25,AMS,BOG,B,2599.0,245.0,Airbus A380,D,D,Emirates
3243,2023-07-03,03:38,4954.0,9.0,27.0,101.0,JFK,SIN,A,3533.0,430.0,Airbus A380,C,C,Emirates
3247,2023-06-18,22:42,2186.0,5.0,16.0,196.35,DXB,LHR,B,4547.0,321.0,Airbus A320,A,B,Qantas
3254,2023-06-26,16:04,1141.0,7.0,11.0,134.0,LHR,CDG,A,1498.0,123.0,Boeing 777,D,C,American Airlines
3255,2023-06-24,05:46,4072.0,5.0,13.0,193.2,SYD,SIN,B,4507.0,362.0,Boeing 777,D,B,American Airlines
3256,2023-06-11,23:12,4628.0,1.0,30.0,96.6,AMS,LHR,B,4222.0,209.0,Airbus A320,A,D,Emirates
3257,2023-06-20,12:41,2042.0,5.0,19.0,123.0,JFK,SIN,A,1133.0,557.0,Airbus A380,D,D,British Airways
3260,2023-06-28,07:00,2628.0,6.0,14.0,192.0,JFK,LHR,A,4004.0,307.0,Boeing 777,C,D,Emirates
3262,2023-06-17,09:58,3864.0,3.0,24.0,124.95,DXB,LHR,B,4290.0,438.0,Airbus A320,B,B,British Airways
3263,2023-07-03,12:39,2214.0,7.0,10.0,110.25,DXB,LHR,B,2260.0,476.0,Airbus A380,A,C,American Airlines
3264,2023-06-24,08:35,3363.0,10.0,19.0,55.0,JFK,CDG,A,3194.0,699.0,Airbus A380,D,A,Qantas
3265,2023-06-13,21:38,3751.0,6.0,13.0,65.0,JFK,LHR,A,2094.0,633.0,Boeing 777,B,C,American Airlines
3266,2023-06-26,09:37,3086.0,1.0,29.0,153.0,ORD,CDG,A,3648.0,331.0,Airbus A320,C,B,American Airlines
3267,2023-06-18,02:03,2026.0,8.0,25.0,116.55,DXB,HND,B,4686.0,883.0,Boeing 777,A,A,American Airlines
3269,2023-06-14,08:13,3114.0,3.0,23.0,66.15,AMS,SIN,B,1954.0,115.0,Airbus A320,D,C,British Airways
3271,2023-06-06,12:41,3686.0,3.0,17.0,95.0,JFK,LHR,A,4137.0,210.0,Airbus A320,A,B,Qantas
3272,2023-06-29,12:38,3141.0,7.0,18.0,102.0,ORD,BOG,A,2717.0,728.0,Airbus A320,A,A,Qantas
3274,2023-06-10,02:45,1166.0,1.0,15.0,91.0,LHR,LHR,A,4984.0,102.0,Airbus A320,B,D,Emirates
3275,2023-07-03,00:41,4664.0,10.0,15.0,52.0,ORD,SIN,A,3724.0,838.0,Boeing 777,B,B,American Airlines
3281,2023-06-10,14:40,2975.0,10.0,26.0,203.7,AMS,CDG,B,1427.0,410.0,Boeing 777,A,D,American Airlines
3284,2023-06-22,04:42,1404.0,7.0,19.0,193.0,LHR,SIN,A,1573.0,493.0,Airbus A380,B,B,British Airways
3288,2023-06-28,09:27,4113.0,8.0,16.0,191.1,DXB,HND,B,4126.0,287.0,Boeing 777,D,D,Qantas
3297,2023-06-06,08:11,2228.0,7.0,20.0,178.0,ORD,BOG,A,4793.0,825.0,Boeing 737,A,B,Qantas
3298,2023-07-02,09:30,3191.0,4.0,23.0,95.0,JFK,LAX,A,1890.0,824.0,Airbus A320,C,D,Emirates
3303,2023-06-25,18:20,2543.0,5.0,14.0,145.0,LHR,LHR,A,3258.0,707.0,Airbus A380,B,C,British Airways
3305,2023-06-20,18:59,3330.0,10.0,19.0,199.0,LHR,BOG,A,1872.0,747.0,Boeing 777,A,A,Qantas
3308,2023-07-05,22:22,3856.0,9.0,28.0,135.45000000000002,AMS,SIN,B,4342.0,957.0,Boeing 777,B,B,American Airlines
3317,2023-06-16,17:07,3929.0,2.0,14.0,73.5,SYD,CDG,B,2673.0,371.0,Airbus A380,C,C,Emirates
3319,2023-06-06,01:44,4527.0,4.0,12.0,181.65,AMS,HND,B,3805.0,573.0,Airbus A320,B,C,Emirates
3320,2023-06-18,22:00,1699.0,4.0,25.0,180.6,AMS,HND,B,2634.0,918.0,Boeing 737,A,C,Qantas
3321,2023-06-12,12:25,3988.0,7.0,16.0,199.0,ORD,HND,A,4008.0,475.0,Boeing 737,C,D,Qantas
3322,2023-06-15,12:21,3037.0,10.0,13.0,149.0,LHR,SIN,A,1526.0,848.0,Boeing 737,C,B,American Airlines
3323,2023-06-22,02:25,3426.0,9.0,19.0,133.0,JFK,BOG,A,3553.0,476.0,Airbus A380,C,D,Emirates
3324,2023-06-24,06:56,2653.0,6.0,19.0,54.0,LHR,HND,A,4438.0,537.0,Boeing 737,A,C,Qantas
3326,2023-06-15,13:24,1178.0,4.0,10.0,163.8,DXB,SIN,B,4143.0,882.0,Boeing 737,A,B,Qantas
3331,2023-07-04,18:35,3132.0,4.0,10.0,190.0,LHR,LHR,A,3953.0,253.0,Boeing 777,D,D,British Airways
3333,2023-06-28,15:34,2854.0,2.0,25.0,197.0,LHR,BOG,A,2653.0,209.0,Boeing 737,B,B,British Airways
3336,2023-06-11,11:31,1398.0,8.0,19.0,110.0,ORD,BOG,A,3347.0,823.0,Boeing 777,A,B,British Airways
3338,2023-06-28,23:40,1297.0,6.0,19.0,100.0,LHR,LHR,A,4687.0,140.0,Airbus A320,D,D,American Airlines
3339,2023-06-30,08:13,1616.0,3.0,28.0,169.05,AMS,SIN,B,2327.0,783.0,Boeing 737,B,A,Qantas
3342,2023-06-16,12:30,2627.0,2.0,23.0,145.0,LHR,LAX,A,1088.0,404.0,Airbus A380,C,B,American Airlines
3343,2023-06-08,12:12,1212.0,1.0,11.0,59.85,AMS,SIN,B,2076.0,317.0,Airbus A320,C,C,American Airlines
3346,2023-06-24,23:44,3453.0,6.0,25.0,172.0,LHR,SIN,A,3947.0,358.0,Airbus A320,D,C,Qantas
3347,2023-06-29,15:50,1463.0,1.0,25.0,54.6,DXB,BOG,B,4378.0,822.0,Boeing 777,C,A,British Airways
3349,2023-06-26,17:34,1176.0,9.0,11.0,54.6,AMS,CDG,B,1083.0,719.0,Airbus A380,B,D,Emirates
